ApprovalFiscalYear,GrossApproval,NaicsCode,InitialInterestRate,BorrState,JobsSupported,LoanStatus
2016,32341800,713910,5.446617647,WI,477,PIF
2017,27368300,713910,6.128043478,NC,872,EXEMPT
2018,25899400,713910,6.799242424,OH,749,EXEMPT
2019,31480100,713910,7.484848485,FL,661,EXEMPT
2020,11642500,713910,7.076153846,MS,167,CANCLD
2012,3424000,713920,5.9375,WA,412,PIF
2013,2895500,713920,5.798571429,PA,156,PIF
2014,2518700,713920,5.6875,IN,94,PIF
2015,1252000,713920,5.583333333,PA,28,PIF
2017,5000000,713920,5.5,NH,250,EXEMPT
2018,7546000,713920,7.0625,PA,37,EXEMPT
2019,2205000,713920,7,AK,180,EXEMPT
2012,23728900,713930,6.06,MA,317,PIF
2013,21883000,713930,5.865263158,TN,114,EXEMPT
2014,23464900,713930,5.697272727,FL,271,EXEMPT
2015,17280800,713930,5.875714286,FL,207,EXEMPT
2016,26740900,713930,5.765714286,FL,149,EXEMPT
2017,18473092,713930,6.056190476,FL,228,EXEMPT
2018,33254000,713930,6.57516129,MI,452,PIF
2019,26279500,713930,8.103478261,TX,166,EXEMPT
2020,16800000,713930,6.46875,MI,106,EXEMPT
2012,189392200,713940,6.161688462,CA,6045,PIF
2013,241266859,713940,6.042990354,OR,6999,CHGOFF
2014,276998184,713940,5.999399471,TX,8988,PIF
2015,332745803,713940,6.061353783,KS,10459,EXEMPT
2016,422792364,713940,6.174719424,MI,12770,EXEMPT
2017,449532689,713940,6.573302024,CO,13839,PIF
2018,483746726,713940,7.131371287,CA,13745,EXEMPT
2019,454668550,713940,7.730140902,FL,13902,EXEMPT
2020,192737855,713940,7.217213439,AZ,5736,COMMIT
2012,46627100,713950,5.601,IN,1000,EXEMPT
2013,27641500,713950,5.738510638,CA,578,EXEMPT
2014,55532654,713950,5.718245614,OH,939,EXEMPT
2015,68580500,713950,5.551875,PA,1206,PIF
2016,70373100,713950,5.771153846,FL,1287,EXEMPT
2017,45858534,713950,6.054677419,NJ,1042,EXEMPT
2018,61239900,713950,6.755217391,WI,1163,PIF
2019,48579100,713950,7.395909091,NY,912,EXEMPT
2020,16184200,713950,6.696842105,UT,228,EXEMPT
2012,79489770,713990,6.125763547,IA,2465,PIF
2013,117828600,713990,6.024674797,TN,3280,EXEMPT
2014,148010400,713990,5.94988189,UT,4272,PIF
2015,168079846,713990,5.836125828,NY,6197,PIF
2016,243740726,713990,6.210909091,MI,6914,PIF
2017,198139538,713990,6.459702778,AL,5819,EXEMPT
2018,285697686,713990,7.060866834,MI,8993,COMMIT
2019,275961907,713990,7.702750656,MN,8594,EXEMPT
2020,80135800,713990,7.191789855,MI,2830,COMMIT
2012,956753600,721110,5.642045855,IL,7165,PIF
2013,1465120600,721110,5.41553152,GA,10151,PIF
2014,1660188700,721110,5.311311659,OH,9863,PIF
2015,1830635882,721110,5.276159715,AL,11887,PIF
2016,2006277620,721110,5.387725581,TX,12158,PIF
2017,2282532200,721110,5.731090426,TX,13552,PIF
2018,2335205926,721110,6.361283915,IN,12056,CANCLD
2019,1999630600,721110,7.039949095,TN,10171,EXEMPT
2020,943364300,721110,6.302408313,GA,4792,EXEMPT
2012,5000000,721120,4.25,FL,44,PIF
2015,4020000,721120,5.495,AZ,12,EXEMPT
2016,535000,721120,5.625,MN,28,EXEMPT
2012,22367915,721191,5.858648649,TX,298,PIF
2013,21064600,721191,5.577948718,MO,243,PIF
2014,35155400,721191,5.256372549,MI,246,EXEMPT
2015,38567620,721191,5.544385965,AK,395,EXEMPT
2016,30401800,721191,6.015344828,FL,249,PIF
2017,45517300,721191,6.105704225,TX,341,EXEMPT
2018,40168400,721191,6.684,CA,305,EXEMPT
2019,27617300,721191,7.624186047,FL,204,EXEMPT
2020,15555200,721191,7.138095238,AZ,175,EXEMPT
2012,1115400,721199,5.958333333,UT,20,PIF
2013,5379600,721199,5.373636364,NY,190,PIF
2014,6658500,721199,5.576666667,ID,140,PIF
2015,3409500,721199,5.483333333,UT,104,PIF
2016,3320800,721199,6.934782609,SD,50,PIF
2017,17353000,721199,6.075789474,WA,136,EXEMPT
2018,6773400,721199,6.606,OR,110,EXEMPT
2019,13292900,721199,7.08125,WI,86,EXEMPT
2020,3751600,721199,6.677777778,AZ,45,EXEMPT
2012,32084900,721211,5.796774194,CO,547,PIF
2013,42791900,721211,5.433875,CA,375,CANCLD
2014,38865700,721211,5.38425,TX,472,PIF
2015,39804410,721211,5.759411765,WI,517,EXEMPT
2016,48024130,721211,5.600169492,MI,661,PIF
2017,58322700,721211,5.8632,KY,402,EXEMPT
2018,56795710,721211,6.315677966,MO,412,EXEMPT
2019,47730600,721211,7.105769231,MI,513,COMMIT
2020,28879400,721211,6.512962963,IN,231,EXEMPT
2012,1346705,721214,5.875,OR,32,EXEMPT
2013,5644100,721214,5.821428571,NJ,155,PIF
2014,1521800,721214,6.21,OR,52,PIF
2015,5751200,721214,5.9355,MN,70,PIF
2016,4356100,721214,7,IA,36,EXEMPT
2017,6903425,721214,6.02,WV,317,EXEMPT
2018,3842600,721214,6.266666667,MI,27,EXEMPT
2019,3134000,721214,7.25,NH,117,EXEMPT
2020,3097200,721214,7.096,GA,24,EXEMPT
2012,4018000,721310,6.2,PR,68,CANCLD
2013,1937000,721310,6.275,FL,11,EXEMPT
2014,5144400,721310,5.471111111,DC,188,CANCLD
2015,7425300,721310,5.964285714,AL,39,CHGOFF
2016,245000,721310,6.8,TX,31,EXEMPT
2017,4955500,721310,6.066666667,CO,29,EXEMPT
2018,9258000,721310,7.15625,TX,42,EXEMPT
2019,4258000,721310,8.25,VT,24,CANCLD
2012,751631627,722110,6.137739169,TN,56137,PIF
2013,293776662,722110,6.260667442,FL,17754,PIF
2014,24535356,722110,6.107042254,IN,1501,EXEMPT
2017,3106900,722110,6.28,TX,56,EXEMPT
2018,5683600,722110,6.85,IN,312,EXEMPT
2020,4609000,722110,6.1875,NC,173,EXEMPT
2012,457347513,722211,6.057329088,IL,32805,EXEMPT
2013,189094877,722211,6.02686965,OH,10178,PIF
2014,14973650,722211,5.970185185,PR,691,CANCLD
2017,50000,722211,6.5,MN,26,EXEMPT
2018,4981300,722211,6.7,TX,218,CANCLD
2019,1975000,722211,5.5,AZ,250,EXEMPT
2012,2538100,722212,6.748,NJ,147,PIF
2013,1410000,722212,6.49,KY,100,PIF
2012,59241300,722213,6.184268786,CA,5129,PIF
2013,23395800,722213,6.25840708,CA,1212,PIF
2014,2271600,722213,6.429166667,GA,122,EXEMPT
2018,648000,722213,7,NC,27,EXEMPT
2019,10000,722213,8,OR,5,EXEMPT
2020,512300,722213,7.5,CA,23,COMMIT
2012,9933300,722310,5.884444444,NV,1552,PIF
2013,49033050,722310,5.960791667,PA,2985,EXEMPT
2014,37419300,722310,5.882151394,OH,1881,EXEMPT
2015,41639564,722310,6.130725389,OH,2038,EXEMPT
2016,21325218,722310,6.402012195,OH,1205,PIF
2017,18815300,722310,6.303692308,MO,1441,EXEMPT
2018,19275500,722310,7.35875,HI,1054,PIF
2019,22013050,722310,8.19390625,CO,1366,PIF
2020,5618100,722310,7.3188,LA,290,CANCLD
2012,41083400,722320,6.45597561,MO,1796,CANCLD
2013,55085000,722320,6.144904192,TX,2060,PIF
2014,53552900,722320,6.162073298,TX,2823,PIF
2015,64707600,722320,6.50385514,OH,2341,CANCLD
2016,67516100,722320,6.510889952,TX,2595,EXEMPT
2017,91375200,722320,6.754266055,DE,2989,EXEMPT
2018,79456578,722320,7.458215859,MD,2364,EXEMPT
2019,86719900,722320,7.782044199,MN,2627,EXEMPT
2020,33185400,722320,7.161277778,NJ,1489,EXEMPT
2012,4398237,722330,6.697826087,OR,533,PIF
2013,41124600,722330,6.314605839,WA,2844,EXEMPT
2014,14802600,722330,6.70072,TX,1233,EXEMPT
2015,9416600,722330,6.819135338,AR,841,PIF
2016,11245574,722330,7.162435897,KS,1073,EXEMPT
2017,14657753,722330,7.276149733,TX,1198,EXEMPT
2018,10013100,722330,8.011136364,HI,925,CANCLD
2019,11003600,722330,8.653546099,GA,697,EXEMPT
2020,6628100,722330,8.057352941,FL,277,CANCLD
2012,66265600,722410,6.042325581,MO,3254,CHGOFF
2013,95325200,722410,6.170373377,FL,3368,PIF
2014,103583950,722410,5.976138211,GA,5111,PIF
2015,142074341,722410,6.095335749,FL,5825,CHGOFF
2016,125551885,722410,6.191712329,WI,5546,EXEMPT
2017,141508800,722410,6.653474771,KY,5015,EXEMPT
2018,180961042,722410,7.162059322,IN,5834,EXEMPT
2019,142565598,722410,7.785371287,OH,4950,COMMIT
2020,67776200,722410,7.169846154,TX,2474,COMMIT
2012,46039400,722511,6.132663462,GA,2621,CANCLD
2013,582410893,722511,6.008212963,DE,36274,EXEMPT
2014,900879198,722511,6.116088523,OH,54286,EXEMPT
2015,1213954452,722511,6.005094909,AZ,70647,EXEMPT
2016,1223473269,722511,6.162026987,MI,72433,EXEMPT
2017,1389929447,722511,6.478613572,GA,73995,EXEMPT
2018,1310923630,722511,7.105951068,CO,66542,EXEMPT
2019,1323005793,722511,7.716793997,CA,62732,EXEMPT
2020,552183725,722511,7.066231445,IN,25565,COMMIT
2012,34542847,722513,5.871884058,CO,1190,PIF
2013,423039914,722513,5.81730494,MO,22330,EXEMPT
2014,581514235,722513,5.814453416,VA,33868,EXEMPT
2015,734006468,722513,5.885590411,OH,46608,EXEMPT
2016,777427337,722513,6.06169544,NE,43786,EXEMPT
2017,785694408,722513,6.397451092,MI,40465,EXEMPT
2018,827460540,722513,7.056872004,MD,41189,EXEMPT
2019,702750654,722513,7.724849509,OH,33732,EXEMPT
2020,277161780,722513,7.099467202,CO,13178,CANCLD
2013,8300000,722514,6.25,FL,249,PIF
2014,8395000,722514,6.336538462,CA,378,CANCLD
2015,12686000,722514,5.868148148,CA,510,EXEMPT
2016,16344000,722514,6.671666667,OH,458,EXEMPT
2017,15620300,722514,6.465185185,CA,723,EXEMPT
2018,19375300,722514,7.298666667,WI,884,EXEMPT
2019,22979050,722514,7.815172414,CA,1198,CANCLD
2020,6096300,722514,6.476666667,KS,476,COMMIT
2012,4047900,722515,5.719411765,CA,195,CHGOFF
2013,45132100,722515,6.014555085,IN,2972,CHGOFF
2014,75230134,722515,6.047929155,AZ,5227,EXEMPT
2015,100248135,722515,6.131333333,CA,6310,CANCLD
2016,111841360,722515,6.364492481,CA,6844,EXEMPT
2017,121094820,722515,6.700604341,CA,7250,EXEMPT
2018,135951792,722515,7.284250384,CO,7543,EXEMPT
2019,143156007,722515,7.886605911,CO,7773,EXEMPT
2020,64780100,722515,7.122090278,CO,3406,EXEMPT
2012,127811700,811111,6.364244833,UT,3101,PIF
2013,164354080,811111,6.182210682,IN,3234,PIF
2014,207565700,811111,5.991189771,IA,3749,EXEMPT
2015,236242179,811111,6.065755149,OH,4384,EXEMPT
2016,242831500,811111,6.266270121,IN,4260,EXEMPT
2017,286156264,811111,6.602518936,GA,4984,EXEMPT
2018,293601600,811111,7.244581019,UT,4105,EXEMPT
2019,256543782,811111,7.741315104,WV,3961,EXEMPT
2020,126578300,811111,7.065117994,FL,2047,EXEMPT
2012,1657300,811112,6.433,MA,59,CANCLD
2013,1653600,811112,6.204166667,MA,34,PIF
2014,1644600,811112,6.576,WA,21,PIF
2015,4903000,811112,6.196666667,CA,131,EXEMPT
2016,4028100,811112,5.852066667,TX,57,EXEMPT
2017,611100,811112,6.106666667,NC,68,EXEMPT
2018,402100,811112,8.206666667,MD,24,EXEMPT
2019,2843700,811112,7.481818182,ME,40,EXEMPT
2020,575000,811112,7.8125,MS,10,COMMIT
2012,2468800,811113,6.4324,DE,114,PIF
2013,7349200,811113,5.77046875,IL,148,EXEMPT
2014,4838500,811113,5.807,DE,86,PIF
2015,3676600,811113,6.2305,NY,202,CHGOFF
2016,6445200,811113,6.15,TX,161,EXEMPT
2017,6670200,811113,6.714444444,TX,130,CANCLD
2018,6924694,811113,7.071714286,IL,139,PIF
2019,8612000,811113,7.786363636,NV,120,EXEMPT
2020,2976400,811113,6.5,NE,56,EXEMPT
2012,7371900,811118,6.527213115,CA,275,PIF
2013,7006600,811118,6.398863636,OK,151,PIF
2014,14122000,811118,6.453402778,PA,333,EXEMPT
2015,12980400,811118,6.194225352,NV,323,EXEMPT
2016,10584701,811118,6.3285,PA,280,EXEMPT
2017,9817300,811118,6.582727273,GA,262,EXEMPT
2018,15238957,811118,7.475090909,CA,252,EXEMPT
2019,13151736,811118,8.004583333,MA,269,EXEMPT
2020,5247200,811118,7.478181818,IL,113,EXEMPT
2012,58247500,811121,6.300517949,VA,1379,PIF
2013,82689400,811121,6.063803419,AZ,2060,EXEMPT
2014,69415300,811121,5.942883817,IL,1824,PIF
2015,141908380,811121,5.880147493,PA,2917,PIF
2016,124312681,811121,6.38248503,TX,2596,CANCLD
2017,150427400,811121,6.439793846,UT,2518,PIF
2018,143904500,811121,7.18347079,NJ,2695,EXEMPT
2019,98328942,811121,7.51,VA,1919,EXEMPT
2020,67009400,811121,7.033777778,TX,822,EXEMPT
2012,3561000,811122,6.673703704,SD,181,CHGOFF
2013,4000100,811122,6.3155,IL,165,PIF
2014,3451900,811122,6.822592593,MT,72,PIF
2015,6217200,811122,6.250238095,CA,215,PIF
2016,6219800,811122,6.392439024,MD,242,EXEMPT
2017,3071800,811122,6.374736842,FL,91,CANCLD
2018,13167200,811122,7.679622642,WA,150,EXEMPT
2019,8410000,811122,8.07195122,TN,210,EXEMPT
2020,3235400,811122,7.513846154,NY,87,CANCLD
2012,31889300,811191,6.074428571,MN,1376,PIF
2013,29448100,811191,5.721311475,CA,775,PIF
2014,44760000,811191,5.818478261,MI,769,PIF
2015,46788400,811191,5.471780822,MI,905,CHGOFF
2016,36202400,811191,5.973818182,MI,547,EXEMPT
2017,43178800,811191,6.007939394,KY,608,EXEMPT
2018,55849900,811191,6.580454545,KY,731,EXEMPT
2019,42881500,811191,7.260862069,AZ,596,CANCLD
2020,26563500,811191,6.596129032,AZ,277,COMMIT
2012,162653005,811192,5.851143617,TX,1598,CANCLD
2013,197749912,811192,5.751305419,AZ,2434,EXEMPT
2014,248221145,811192,5.468905738,GA,2152,PIF
2015,277020480,811192,5.587437276,TX,3165,EXEMPT
2016,328513459,811192,5.877740864,TX,3540,EXEMPT
2017,406222443,811192,6.045737705,TX,3003,EXEMPT
2018,407108900,811192,6.764285714,CA,3047,EXEMPT
2019,478337800,811192,7.371463415,MI,2889,EXEMPT
2020,139930500,811192,6.691354167,WA,1021,EXEMPT
2012,21006100,811198,5.971125,CT,344,PIF
2013,20530700,811198,6.562170455,CO,446,PIF
2014,26395700,811198,6.272217391,TX,913,PIF
2015,23417900,811198,6.8,PA,684,PIF
2016,27638631,811198,6.828860294,IN,566,EXEMPT
2017,31893700,811198,6.59293578,MI,590,EXEMPT
2018,29219000,811198,7.174954128,AZ,517,EXEMPT
2019,35273800,811198,7.962368421,FL,641,EXEMPT
2020,13468600,811198,7.613809524,IN,235,EXEMPT
2012,3650100,811211,6.868333333,FL,141,PIF
2013,1560000,811211,6.562941176,CA,67,PIF
2014,1886600,811211,6.776538462,OR,126,PIF
2015,5876600,811211,6.643382353,FL,192,EXEMPT
2016,4051200,811211,6.472307692,IL,185,PIF
2017,12603600,811211,6.8534375,FL,251,COMMIT
2018,4235900,811211,7.714615385,PA,227,EXEMPT
2019,9260000,811211,8.22,WI,173,EXEMPT
2020,1216900,811211,7.669166667,WI,85,EXEMPT
2012,5547500,811212,6.484878049,VA,380,PIF
2013,1121200,811212,6.94,WA,61,PIF
2014,9421700,811212,6.928947368,TX,338,EXEMPT
2015,9273000,811212,6.641772152,IN,422,CANCLD
2016,11056300,811212,6.605,NJ,345,CANCLD
2017,11166200,811212,6.644848485,SC,397,EXEMPT
2018,6165100,811212,7.686226415,PA,191,PIF
2019,3616500,811212,7.82,CT,189,CANCLD
2020,3650500,811212,7.453181818,IA,46,EXEMPT
2012,578133,811213,6.73,FL,26,PIF
2013,934300,811213,3.95,WI,53,CANCLD
2014,1572600,811213,5.823529412,KS,119,EXEMPT
2015,1140300,811213,7.076666667,SC,113,PIF
2016,2005800,811213,6.940588235,MD,244,CANCLD
2017,2121400,811213,6.81,KS,50,EXEMPT
2018,1343200,811213,7.547,NC,64,EXEMPT
2019,1019000,811213,8.7,MT,43,EXEMPT
2020,454300,811213,6.125,NV,2,COMMIT
2012,9249300,811219,6.152840909,IN,523,PIF
2013,7179800,811219,6.450384615,LA,182,PIF
2014,9701900,811219,6.004318182,IL,436,CANCLD
2015,15874900,811219,6.252162162,VA,492,EXEMPT
2016,8733700,811219,6.064615385,KS,173,PIF
2017,12928950,811219,6.680285714,IL,134,EXEMPT
2018,10179800,811219,7.065517241,NE,256,EXEMPT
2019,33725300,811219,7.567435897,LA,573,EXEMPT
2020,3370700,811219,7.143846154,TX,192,COMMIT
2012,57085600,811310,6.061005587,CA,2109,PIF
2013,47018300,811310,6.097183908,NC,1589,PIF
2014,56261600,811310,6.273285714,MO,1358,EXEMPT
2015,78530100,811310,6.08625,MN,2324,EXEMPT
2016,50477700,811310,6.150051546,MI,1464,EXEMPT
2017,81450677,811310,6.527061611,FL,1850,EXEMPT
2018,72829500,811310,7.226341463,NY,1778,EXEMPT
2019,70259800,811310,7.52865,NE,1366,EXEMPT
2020,40336100,811310,7.34,CO,687,COMMIT
2012,3812400,811411,6.35173913,UT,164,PIF
2013,1046000,811411,6.055555556,MA,53,EXEMPT
2014,1295800,811411,6.029130435,WI,49,PIF
2015,3412100,811411,6.651290323,WI,146,EXEMPT
2016,4039200,811411,5.806,MI,62,EXEMPT
2017,5230500,811411,6.2475,NC,104,EXEMPT
2018,5040600,811411,7.315,MA,117,EXEMPT
2019,4148500,811411,8.552,AZ,88,EXEMPT
2020,795000,811411,8.25,FL,22,EXEMPT
2012,4691600,811412,6.692777778,NJ,126,CANCLD
2013,6793100,811412,6.878205128,NH,303,PIF
2014,4312000,811412,6.675882353,FL,119,EXEMPT
2015,4452600,811412,7.076666667,AL,166,EXEMPT
2016,4094200,811412,6.535428571,MD,88,PIF
2017,4896800,811412,7.360465116,IN,173,EXEMPT
2018,7815000,811412,7.782978723,TN,254,EXEMPT
2019,8660200,811412,8.521935484,LA,304,EXEMPT
2020,3356200,811412,8.0748125,GA,94,EXEMPT
2012,1001300,811420,6.594615385,NJ,61,PIF
2013,495700,811420,7.04,NE,31,PIF
2014,4783000,811420,6.475882353,CA,106,CANCLD
2015,4539500,811420,6.902857143,AZ,114,EXEMPT
2016,5579800,811420,6.563333333,IN,160,PIF
2017,9139400,811420,6.623030303,TN,153,PIF
2018,3955700,811420,8.256086957,MA,81,COMMIT
2019,4136900,811420,8.728,AZ,122,EXEMPT
2020,1150000,811420,7.371428571,AZ,76,EXEMPT
2012,140500,811430,5.666666667,MI,4,PIF
2013,223600,811430,7.77,PA,8,PIF
2014,528000,811430,6.804444444,CA,28,CANCLD
2015,975000,811430,7.46875,OH,35,EXEMPT
2016,401000,811430,7.055555556,KY,26,PIF
2017,2732400,811430,6.875555556,IN,22,CHGOFF
2018,1745600,811430,7.773333333,TN,26,EXEMPT
2019,374500,811430,10.27142857,MD,19,EXEMPT
2020,105000,811430,8.19,NY,4,EXEMPT
2012,13436300,811490,6.515,CT,495,CANCLD
2013,13821100,811490,6.301104651,PA,721,PIF
2014,16983565,811490,6.292641509,FL,517,PIF
2015,21451500,811490,6.684855072,KY,1200,CANCLD
2016,28066622,811490,6.470635135,RI,916,EXEMPT
2017,15732340,811490,6.915603448,TX,570,EXEMPT
2018,32421900,811490,7.351223022,WA,770,CANCLD
2019,24041800,811490,7.831323529,WI,513,EXEMPT
2020,9467711,811490,7.244423077,WA,452,COMMIT
2012,17295800,812111,6.252220339,TX,1088,PIF
2013,22995200,812111,6.012777778,WI,1751,PIF
2014,12028900,812111,6.088829787,WI,1108,EXEMPT
2015,18559961,812111,6.503529412,PA,1756,EXEMPT
2016,15523600,812111,6.906017699,FL,1070,EXEMPT
2017,17320900,812111,7.18936,CA,1176,PIF
2018,22791400,812111,7.470991736,CA,1310,PIF
2019,24157194,812111,8.444684685,NV,1623,EXEMPT
2020,7669000,812111,7.701272727,AL,519,COMMIT
2012,79252600,812112,6.392253165,MO,6429,EXEMPT
2013,99876708,812112,6.44375744,LA,6387,EXEMPT
2014,112872791,812112,6.282792208,CO,8038,PIF
2015,125550065,812112,6.313836594,CA,8732,CANCLD
2016,138923054,812112,6.439165049,WI,9361,EXEMPT
2017,143690097,812112,6.757867945,IL,9038,PIF
2018,151762771,812112,7.537622402,SD,9048,EXEMPT
2019,176270847,812112,8.103612272,TX,9414,EXEMPT
2020,80186907,812112,7.571144144,TX,4673,EXEMPT
2012,11443700,812113,6.851181818,LA,787,PIF
2013,16431900,812113,6.984924242,ID,906,PIF
2014,18815400,812113,6.708034682,NY,1241,CANCLD
2015,21875900,812113,6.915479452,NY,1451,CANCLD
2016,27650000,812113,7.130493878,CA,1687,EXEMPT
2017,36651100,812113,7.098851064,WA,1826,PIF
2018,50979100,812113,7.693170732,FL,1934,CANCLD
2019,48603679,812113,8.468315556,TN,2103,EXEMPT
2020,22901900,812113,7.654952381,MN,957,COMMIT
2012,2611200,812191,6.501666667,OH,81,PIF
2013,1100900,812191,7.028125,FL,79,CHGOFF
2014,4899300,812191,6.473333333,MI,135,CANCLD
2015,3351100,812191,5.777368421,FL,108,CHGOFF
2016,7192400,812191,6.259677419,AZ,211,CHGOFF
2017,3356400,812191,6.748095238,WA,174,PIF
2018,4504300,812191,7.167666667,TX,260,EXEMPT
2019,6962900,812191,8.098421053,VA,229,EXEMPT
2020,739400,812191,8.811666667,MA,33,EXEMPT
2012,53912700,812199,6.117742857,OH,2978,PIF
2013,79060395,812199,6.335830619,IN,4383,PIF
2014,92638636,812199,6.080543175,IA,4657,EXEMPT
2015,137523705,812199,6.159642857,WA,6563,EXEMPT
2016,121664150,812199,6.334248244,NJ,5748,EXEMPT
2017,136786200,812199,6.69350885,KS,6864,EXEMPT
2018,118478700,812199,7.570691111,NV,5358,EXEMPT
2019,129391700,812199,7.997489051,PA,4789,EXEMPT
2020,48140200,812199,7.427247253,IL,1797,EXEMPT
2012,144749000,812210,5.759074074,MA,2130,EXEMPT
2013,227385600,812210,5.706623377,WI,1944,PIF
2014,180302400,812210,5.417967033,TX,1285,PIF
2015,175917800,812210,5.598541667,CA,1540,PIF
2016,184807400,812210,5.62921466,WY,1837,PIF
2017,187168900,812210,5.828810811,FL,1288,PIF
2018,203505100,812210,6.675034653,NC,1137,EXEMPT
2019,147977800,812210,7.200434783,KY,996,EXEMPT
2020,66649200,812210,6.368333333,IL,401,EXEMPT
2012,3413900,812220,5.909090909,UT,58,PIF
2013,2468100,812220,5.822727273,PA,40,PIF
2014,7011700,812220,5.906923077,WV,46,CANCLD
2015,4640900,812220,5.857647059,AZ,82,PIF
2016,3759800,812220,5.822,AZ,71,PIF
2017,4169100,812220,5.949375,TX,41,EXEMPT
2018,12911300,812220,6.68,TX,60,EXEMPT
2019,4731400,812220,6.904444444,UT,26,EXEMPT
2020,5335000,812220,6.928571429,MI,103,COMMIT
2012,65038965,812310,5.762331325,CA,514,EXEMPT
2013,99761600,812310,5.563497409,NY,924,CANCLD
2014,96848000,812310,5.492135417,CA,864,PIF
2015,92193000,812310,5.695357143,MO,968,CANCLD
2016,115475000,812310,5.824739336,CO,1024,EXEMPT
2017,153627300,812310,5.998806306,FL,792,EXEMPT
2018,117193195,812310,6.719932927,CO,636,EXEMPT
2019,78715300,812310,7.275810811,MD,526,EXEMPT
2020,43619700,812310,6.315078125,TX,311,CANCLD
2012,65114300,812320,6.168636364,VA,2229,PIF
2013,72790600,812320,6.043716049,VA,2092,PIF
2014,58658970,812320,5.994725738,VA,2000,PIF
2015,94925600,812320,6.008111888,PA,2418,EXEMPT
2016,118572900,812320,5.873763636,MD,3141,EXEMPT
2017,104660100,812320,6.494543689,NC,2600,EXEMPT
2018,96020100,812320,7.167068966,VA,2006,EXEMPT
2019,111476300,812320,7.866842105,PA,1878,EXEMPT
2020,26466500,812320,7.167654321,MN,561,COMMIT
2012,5751000,812331,5.5,FL,516,PIF
2013,6059700,812331,5.390909091,CA,424,PIF
2014,6785325,812331,5.604166667,FL,346,PIF
2015,6830200,812331,6.545,PA,633,CANCLD
2016,3965100,812331,6.041428571,MI,120,CANCLD
2017,4732700,812331,6.085714286,OH,118,EXEMPT
2018,2525200,812331,6.403846154,IN,319,EXEMPT
2019,3514200,812331,8.004545455,CA,78,EXEMPT
2020,405000,812331,8.083333333,NY,13,EXEMPT
2012,2964000,812332,6.3125,TX,174,PIF
2013,10470600,812332,5.938888889,CA,447,PIF
2014,1720500,812332,6.438888889,MN,78,CHGOFF
2015,17129800,812332,6.095769231,MN,520,CANCLD
2016,8412500,812332,5.8125,NJ,180,EXEMPT
2017,175000,812332,7.263333333,NJ,36,EXEMPT
2018,3151000,812332,5.9,NY,8,PIF
2019,12472600,812332,8.84,SC,154,EXEMPT
2020,150000,812332,7.5,TX,3,COMMIT
2012,47331200,812910,6.211758242,DE,1149,PIF
2013,53665600,812910,6.277989691,IL,1402,CHGOFF
2014,64335650,812910,6.213357843,WA,1646,EXEMPT
2015,97254500,812910,6.204024024,TX,2444,EXEMPT
2016,87238400,812910,6.461950769,OH,2483,EXEMPT
2017,93467938,812910,6.609272152,WA,2657,EXEMPT
2018,140604746,812910,7.16090411,FL,3642,EXEMPT
2019,169743663,812910,7.643210375,CA,3768,CANCLD
2020,51081500,812910,7.198888889,OK,1448,EXEMPT
2012,375200,812921,7.316666667,CO,66,PIF
